"","X.2","X.1","X","species_code","scientific_name","common_name.x","common_name.y","group","order","family","CCS.max","habitat_score","habitat_comment","English","bodymass","mass_comments","log_bodymass","predicted_defecation_rate","log_predicted_defecation_rate","order_ind","est_axial_length","log_est_axial_length"
"107",107,107,311,"y00478","Larus glaucoides","Iceland Gull","Iceland Gull","waterbird","Charadriiformes","Laridae",11,3,"","Iceland Gull",693.31,"",6.5414772296148,23.0018444612884,3.13557440668285,8,16.1927150125803,2.78456145051574
"108",108,108,308,"woosto","Mycteria americana","Wood Stork","Wood Stork","waterbird","Ciconiiformes","Ciconiidae",10,3,"","Wood Stork",2554.47,"",7.84560004472068,67.3241138182825,4.20951847586736,9,19.8310168586116,2.98724722001737
"109",109,109,106,"eucdov","Streptopelia decaocto","Eurasian Collared-Dove","Eurasian Collared-Dove","landbird","Columbiformes","Columbidae",5,1,"","Eurasian Collared-dove",148.96,"",5.00367781352876,6.48309388719276,1.86919784814765,10,9.51800100835202,2.2531848486405
"110",110,110,178,"moudov","Zenaida macroura","Mourning Dove","Mourning Dove","landbird","Columbiformes","Columbidae",7,1,"","Mourning Dove",118.93,"",4.77853508473915,5.38594614652155,1.68379299555025,10,8.97303234066075,2.19422367252883
"111",111,111,235,"rocpig","Columba livia","Rock Pigeon","Rock Pigeon","landbird","Columbiformes","Columbidae",7,1,"","Rock Pigeon",354.2,"",5.86986172534873,13.2301668492119,2.58249958947681,10,11.9415529548318,2.48002416272572
"112",112,112,27,"belkin1","Megaceryle alcyon","Belted Kingfisher","Belted Kingfisher","landbird","Coraciiformes","Alcedinidae",10,3,"","Belted Kingfisher",148,"",4.99721227376411,6.44866724936404,1.8638734814516,11,14.1216167524485,2.64770672639199
"113",113,113,30,"bkbcuc","Coccyzus erythropthalmus","Black-billed Cuckoo","Black-billed Cuckoo","landbird","Cuculiformes","Cuculidae",12,1,"","Black-billed Cuckoo",50.9,"",3.92986292355648,2.67757669320179,0.984912166515648,12,9.7468032112666,2.27693935547922
"114",114,114,314,"yebcuc","Coccyzus americanus","Yellow-billed Cuckoo","Yellow-billed Cuckoo","landbird","Cuculiformes","Cuculidae",11,1,"","Yellow-billed Cuckoo",64,"",4.15888308335967,3.23332196344332,1.17351008037422,12,10.3492698049173,2.33691596697306
"115",115,115,8,"amekes","Falco sparverius","American Kestrel","American Kestrel","landbird","Falconiformes","Falconidae",10,1,"","American Kestrel",114.61,"",4.74153506050861,5.22431404472989,1.65332350592718,13,12.8213416666869,2.5511111002044
"116",116,116,175,"merlin","Falco columbarius","Merlin","Merlin","landbird","Falconiformes","Falconidae",8,1,"","Merlin",188.5,"",5.23909800688807,7.87006392011577,2.06306618439325,13,14.6057406819771,2.68141464882814
"117",117,117,203,"perfal","Falco peregrinus","Peregrine Falcon","Peregrine Falcon","landbird","Falconiformes","Falconidae",9,1,"","Peregrine Falcon",759.95,"",6.63325264164247,24.8076328804507,3.21115138325471,13,21.0420077327915,3.04652080787921
"118",118,118,183,"norbob","Colinus virginianus","Northern Bobwhite","Northern Bobwhite","landbird","Galliformes","Odontophoridae",12,1,"","Northern Bobwhite",171.89,"",5.14685473734007,7.29437809538654,1.98710392753693,14,8.76346806541466,2.1705917244798
"119",119,119,233,"rinphe1","Phasianus colchicus","Ring-necked Pheasant","Ring-necked Pheasant","landbird","Galliformes","Phasianidae",8,1,"","Common Pheasant",1120.31,"",7.02136071170533,34.1498454641867,3.53075806079973,14,14.3176636536884,2.66149399554626
"120",120,120,245,"rufgro","Bonasa umbellus","Ruffed Grouse","Ruffed Grouse","landbird","Galliformes","Phasianidae",8,1,"","Ruffed Grouse",530.91,"",6.2745925153512,18.4634862083116,2.91579506326562,14,11.7744001089534,2.46592769244361
"121",121,121,267,"sprgro","Canachites canadensis","Spruce Grouse","Spruce Grouse","landbird","Galliformes","Phasianidae",8,1,"",NA,473.65,"",6.16046865232154,16.8073141143256,2.82181415561378,14,11.4277034035026,2.43604053054053
"122",122,122,303,"wiltur","Meleagris gallopavo","Wild Turkey","Wild Turkey","landbird","Galliformes","Phasianidae",7,1,"","Wild Turkey",5791.37,"",8.66412415743136,132.101743754081,4.88357241169915,14,22.0146185341565,3.0917067115153
"123",123,123,86,"comloo","Gavia immer","Common Loon","Common Loon","waterbird","Gaviiformes","Gaviidae",9,5,"","Common Loon",4956.81,"",8.50851766765111,116.213683414371,4.7554305949236,15,20.525356403696,3.02166101955782
"124",124,124,200,"pacloo","Gavia pacifica","Pacific Loon","Pacific Loon","waterbird","Gaviiformes","Gaviidae",10,5,"","Pacific Loon",2251.1,"",7.71917426462012,60.6674281099075,4.10540694959213,15,16.6922571863243,2.81494497037027
"125",125,125,229,"retloo","Gavia stellata","Red-throated Loon","Red-throated Loon","waterbird","Gaviiformes","Gaviidae",9,5,"","Red-throated Loon",1486,"",7.3038432252777,43.0939311737395,3.76338217916143,15,14.9719223717539,2.70617660513386
"126",126,126,83,"comgal1","Gallinula galeata","Common Gallinule","Common Gallinule","waterbird","Gruiformes","Rallidae",8,3,"",NA,383,"AAB",5.94803498918065,14.1098792513006,2.64687520815983,16,10.4232144703663,2.34403547919005
"127",127,127,152,"kinrai4","Rallus elegans","King Rail","King Rail","waterbird","Gruiformes","Rallidae",15,3,"","King Rail",313.31,"",5.74719311573795,11.9589755681862,2.48148209001997,16,9.8891509958305,2.29143829724101
"128",128,128,163,"limpki","Aramus guarauna","Limpkin","Limpkin","waterbird","Gruiformes","Aramidae",8,3,"","Limpkin",1080,"",6.98471632011827,33.1347120192291,3.50058143436704,16,13.674397132101,2.61552526193231
"129",129,129,214,"purgal2","Porphyrio martinica","Purple Gallinule",NA,"waterbird","Gruiformes","Rallidae",11,3,"","Yellow-legged Gallinule",235.06,"",5.45984080070471,9.43897783540829,2.24484769414726,16,9.17227598146481,2.21618545410521
"130",130,130,248,"sancra","Antigone canadensis","Sandhill Crane","Sandhill Crane","waterbird","Gruiformes","Gruidae",8,3,"",NA,4296.22,"",8.3654908453058,103.301110258141,4.63764812396852,16,19.6313423876845,2.97712739044769
"131",131,131,265,"sora","Porzana carolina","Sora","Sora","waterbird","Gruiformes","Rallidae",9,3,"","Sora",74.8,"",4.31481788498043,3.67635679953726,1.3019222616813,16,6.79592245250219,1.91632279298858
"132",132,132,285,"virrai","Rallus limicola","Virginia Rail","Virginia Rail","waterbird","Gruiformes","Rallidae",10,3,"","Virginia Rail",84.1,"",4.4320065669789,4.04882633479201,1.39842704524157,16,7.00772127577127,1.94701258055024
"133",133,133,310,"y00475","Fulica americana","American Coot","American Coot","waterbird","Gruiformes","Rallidae",10,3,"","American Coot",636.74,"",6.45636140898556,21.4447872709345,3.0654815981684,16,11.9073731942067,2.47715780439887
"134",134,134,1,"acafly","Empidonax virescens","Acadian Flycatcher","Acadian Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"","Acadian Flycatcher",12.6,"",2.53369681395743,0.848038299053881,-0.164829480231462,18,6.39412916294161,1.85538025108135
"135",135,135,2,"aldfly","Empidonax alnorum","Alder Flycatcher","Alder Flycatcher","landbird","Passeriformes","Tyrannidae",8,1,"","Alder Flycatcher",12.7,"",2.54160199346455,0.853576959604265,-0.158319571387628,18,6.40738023382252,1.85745048752034
"136",136,136,6,"amecro","Corvus brachyrhynchos","American Crow","American Crow","landbird","Passeriformes","Corvidae",8,1,"","American Crow",448.76,"",6.10648822367676,16.0765440256801,2.77736131687528,18,16.2978880775988,2.79103553362686
"137",137,137,7,"amegfi","Spinus tristis","American Goldfinch","American Goldfinch","landbird","Passeriformes","Fringillidae",8,1,"",NA,12.79,"",2.54866361559075,0.858555175240691,-0.152504331355465,18,6.41924051051764,1.85929981016139
"138",138,138,9,"amepip","Anthus rubescens","American Pipit","American Pipit","landbird","Passeriformes","Motacillidae",9,2,"Tricky one, hang out on shorelines but not as important for habitat as for other species.","American Pipit",20.68,"",3.02916704964023,1.27531072230924,0.243189852691405,18,7.28003560656026,1.98513575320766
"139",139,139,10,"amered","Setophaga ruticilla","American Redstart","American Redstart","landbird","Passeriformes","Parulidae",9,1,"","American Redstart",8.24,"",2.10900034392138,0.59775956257174,-0.514566675161057,18,5.72108935334208,1.74415923364757
"140",140,140,11,"amerob","Turdus migratorius","American Robin","American Robin","landbird","Passeriformes","Turdidae",7,1,"","American Robin",78.5,"",4.36309862478836,3.8254702899251,1.34168141133497,18,10.3239917616341,2.33447048387408
"141",141,141,14,"amtspa","Spizelloides arborea","American Tree Sparrow","American Tree Sparrow","landbird","Passeriformes","Passerellidae",12,1,"",NA,17.83,"",2.88088243187505,1.12871248748522,0.121077591518152,18,7.00274665744455,1.94630245172949
"142",142,142,17,"babwar","Setophaga castanea","Bay-breasted Warbler","Bay-breasted Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,11.8,"",2.46809953147162,0.803443198751618,-0.218848788585131,18,6.28522349927295,1.83820140215345
"143",143,143,20,"balori","Icterus galbula","Baltimore Oriole","Baltimore Oriole","landbird","Passeriformes","Icteridae",11,1,"","Baltimore Oriole",32.83,"",3.4913427315135,1.86598888878718,0.623791147845353,18,8.21672704055669,2.10617195952869
"144",144,144,21,"banswa","Riparia riparia","Bank Swallow","Bank Swallow","landbird","Passeriformes","Hirundinidae",11,2,"""Presently breeds primarily in lowland areas along ocean coasts, rivers, streams, lakes, reservoirs, and wetlands (Cramp 1988, Turner and Rose 1989a, Am. Ornithol. Union American Ornithologists' Union 1998a). ""","Sand Martin",12.68,"",2.54002594900908,0.8524698451529,-0.159617442704741,18,6.40473619668614,1.85703774741011
"145",145,145,23,"barswa","Hirundo rustica","Barn Swallow","Barn Swallow","landbird","Passeriformes","Hirundinidae",9,2,"","Barn Swallow",17.91,"",2.88535921607262,1.13288131040571,0.124764219635007,18,7.01096146501241,1.94747484784864
"146",146,146,24,"bawwar","Mniotilta varia","Black-and-white Warbler","Black-and-white Warbler","landbird","Passeriformes","Parulidae",9,1,"","Black-and-white Warbler",10.9,"",2.3887627892351,0.752629254162325,-0.284182530780582,18,6.15598275591654,1.81742441478956
"147",147,147,28,"belvir","Vireo bellii","Bell's Vireo","Bell's Vireo","landbird","Passeriformes","Vireonidae",10,1,"","Bell's Vireo",8.5,"",2.14006616349627,0.613249140000994,-0.488983998207352,18,5.76782385169778,1.75229486062898
"148",148,148,29,"bicthr","Catharus bicknelli","Bicknell's Thrush","Bicknell's Thrush","landbird","Passeriformes","Turdidae",17,1,"","Bicknell's Thrush",27.79,"",3.32467624375441,1.62668049437415,0.48654143180066,18,7.86580394042439,2.0625247487593
"149",149,149,32,"bkbwar","Setophaga fusca","Blackburnian Warbler","Blackburnian Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,9.74,"",2.27624111765444,0.686023061079328,-0.376844035087567,18,5.97722755243906,1.78795684046409
"150",150,150,34,"bkcchi","Poecile atricapillus","Black-capped Chickadee","Black-capped Chickadee","landbird","Passeriformes","Paridae",7,1,"",NA,10.8,"",2.37954613413017,0.746938490925969,-0.29177243870413,18,6.1411420375907,1.81501072447087
"151",151,151,35,"bkpwar","Setophaga striata","Blackpoll Warbler","Blackpoll Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,11.84,"",2.47148362945586,0.805685358573765,-0.216061986669225,18,6.29079618210358,1.83908764173267
"152",152,152,39,"blugrb1","Passerina caerulea","Blue Grosbeak","Blue Grosbeak","landbird","Passeriformes","Cardinalidae",7,1,"","Blue Grosbeak",27.39,"",3.31017798327499,1.60737453799603,0.474602126180808,18,7.83599524210507,2.05872789289797
"153",153,153,40,"blujay","Cyanocitta cristata","Blue Jay","Blue Jay","landbird","Passeriformes","Corvidae",8,1,"","Blue Jay",88,"",4.47733681447821,4.20282310312945,1.43575646689776,18,10.6375222552562,2.3643875860483
"154",154,154,41,"bnhcow","Molothrus ater","Brown-headed Cowbird","Brown-headed Cowbird","landbird","Passeriformes","Icteridae",8,1,"","Brown-headed Cowbird",40.26,"",3.69535842021165,2.20736147654786,0.791797900246336,18,8.66767259672109,2.15960031147034
"155",155,155,42,"bnhnut","Sitta pusilla","Brown-headed Nuthatch","Brown-headed Nuthatch","landbird","Passeriformes","Sittidae",13,1,"","Brown-headed Nuthatch",10.2,"",2.32238772029023,0.712594783904459,-0.338842345645696,18,6.04990080708944,1.80004187638594
"156",156,156,43,"boboli","Dolichonyx oryzivorus","Bobolink","Bobolink","landbird","Passeriformes","Icteridae",14,1,"","Bobolink",31.46,"",3.44871689763013,1.8016245913263,0.588688808584942,18,8.12551373395527,2.09500895501144
"157",157,157,44,"bohwax","Bombycilla garrulus","Bohemian Waxwing","Bohemian Waxwing","landbird","Passeriformes","Bombycillidae",11,1,"","Bohemian Waxwing",54.41,"",3.99654796049783,2.82872828039256,1.03982723977177,18,9.3790351590453,2.2384768962185
"158",158,158,46,"botgra","Quiscalus major","Boat-tailed Grackle","Boat-tailed Grackle","landbird","Passeriformes","Icteridae",13,1,"","Boat-tailed Grackle",151.21,"",5.01866959912458,6.56362847543588,1.88154357129629,18,12.2576929415593,2.50615373511358
"159",159,159,49,"brebla","Euphagus cyanocephalus","Brewer's Blackbird","Brewer's Blackbird","landbird","Passeriformes","Icteridae",11,1,"","Brewer's Blackbird",62.48,"",4.13484650553143,3.16995051778766,1.15371597823665,18,9.72495254267252,2.27469500956176
"160",160,160,50,"brncre","Certhia americana","Brown Creeper","Brown Creeper","landbird","Passeriformes","Certhiidae",8,1,"","American Treecreeper",8.1,"",2.09186406167839,0.589383390433892,-0.528678389540683,18,5.69547228539564,1.73967152329308
"161",161,161,53,"brnthr","Toxostoma rufum","Brown Thrasher","Brown Thrasher","landbird","Passeriformes","Mimidae",11,1,"","Brown Thrasher",68.8,"",4.2312037449393,3.43173541766906,1.23306608590015,18,9.97347815353648,2.29992938507504
"162",162,162,55,"btbwar","Setophaga caerulescens","Black-throated Blue Warbler","Black-throated Blue Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,10.14,"",2.31648799816304,0.709141098280572,-0.343700761981136,18,6.04056068473195,1.79849683623642
"163",163,163,56,"btnwar","Setophaga virens","Black-throated Green Warbler","Black-throated Green Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,8.69,"",2.1621729392773,0.624515527100798,-0.470779086473712,18,5.8013129432195,1.75808426145526
"164",164,164,59,"buggna","Polioptila caerulea","Blue-gray Gnatcatcher","Blue-gray Gnatcatcher","landbird","Passeriformes","Polioptilidae",8,1,"","Blue-grey Gnatcatcher",5.8,"",1.75785791755237,0.447655115090837,-0.803732175426795,18,5.21845201973692,1.65220080997239
"165",165,165,60,"buhvir","Vireo solitarius","Blue-headed Vireo","Blue-headed Vireo","landbird","Passeriformes","Vireonidae",8,1,"","Blue-headed Vireo",15.3,"",2.72785282839839,0.995070030887489,-0.00494216149880078,18,6.72765414863592,1.90622651656875
"166",166,166,62,"buwwar","Vermivora cyanoptera","Blue-winged Warbler","Blue-winged Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,8.9,"",2.18605127673809,0.636917404457494,-0.451115295149024,18,5.83770421181828,1.76433760513573
"167",167,167,65,"camwar","Setophaga tigrina","Cape May Warbler","Cape May Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,10.04,"",2.30657711426358,0.703376923368068,-0.351862366747886,18,6.02490275392739,1.79590133881947
"168",168,168,68,"canwar","Cardellina canadensis","Canada Warbler","Canada Warbler","landbird","Passeriformes","Parulidae",13,1,"",NA,10.04,"",2.30657711426358,0.703376923368068,-0.351862366747886,18,6.02490275392739,1.79590133881947
"169",169,169,69,"carchi","Poecile carolinensis","Carolina Chickadee","Carolina Chickadee","landbird","Passeriformes","Paridae",9,1,"",NA,9.99,"",2.30158459266046,0.700491039968557,-0.355973704195435,18,6.01703058642428,1.79459387955989
"170",170,170,70,"carwre","Thryothorus ludovicianus","Carolina Wren","Carolina Wren","landbird","Passeriformes","Troglodytidae",7,1,"","Carolina Wren",18.96,"",2.94233149682688,1.18729884172231,0.171680846133087,18,7.11634998015758,1.96239495074112
"171",171,171,73,"cedwax","Bombycilla cedrorum","Cedar Waxwing","Cedar Waxwing","landbird","Passeriformes","Bombycillidae",8,1,"","Cedar Waxwing",31.58,"",3.4525240088275,1.80728182348908,0.59182396153509,18,8.13361907178522,2.09600597479081
"172",172,172,74,"cerwar","Setophaga cerulea","Cerulean Warbler","Cerulean Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,9.04,"",2.20165917440409,0.645156597898029,-0.438262204215661,18,5.86161437766862,1.76842505671796
"173",173,173,75,"chispa","Spizella passerina","Chipping Sparrow","Chipping Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","Chipping Sparrow",12.2,"",2.50143595173921,0.825805278289198,-0.191396273822313,18,6.34033535458509,1.84693166209521
"174",174,174,77,"chswar","Setophaga pensylvanica","Chestnut-sided Warbler","Chestnut-sided Warbler","landbird","Passeriformes","Parulidae",12,1,"",NA,9.29,"",2.22893855282575,0.659813764719598,-0.415797658447703,18,5.90363980656791,1.77556907706444
"175",175,175,81,"clcspa","Spizella pallida","Clay-colored Sparrow","Clay-colored Sparrow","landbird","Passeriformes","Passerellidae",10,1,"","Clay-coloured Sparrow",11.2,"",2.41591377830105,0.769646690038204,-0.261823713541805,18,6.19991022480679,1.82453481207634
"176",176,176,82,"cliswa","Petrochelidon pyrrhonota","Cliff Swallow","Cliff Swallow","landbird","Passeriformes","Hirundinidae",5,2,"","Cliff Swallow",21.6,"",3.07269331469012,1.32185188460943,0.279033696279318,18,7.3634941286965,1.99653456583148
"177",177,177,85,"comgra","Quiscalus quiscula","Common Grackle","Common Grackle","landbird","Passeriformes","Icteridae",10,1,"","Common Grackle",105.18,"",4.6556731681612,4.86767450154358,1.58261630796441,18,11.1461142865064,2.41109094268408
"178",178,178,89,"comrav","Corvus corax","Common Raven","Common Raven","landbird","Passeriformes","Corvidae",6,1,"","Common Raven",927.97,"",6.83299940467745,29.2430716475922,3.37564267887152,18,19.71336550486,2.98129685772276
"179",179,179,90,"comred","Acanthis flammea","Common Redpoll","Common Redpoll","landbird","Passeriformes","Fringillidae",9,1,"",NA,13,"",2.56494935746154,0.870147069450102,-0.139093036275117,18,6.44667683068519,1.86356477798742
"180",180,180,91,"comyel","Geothlypis trichas","Common Yellowthroat","Common Yellowthroat","landbird","Passeriformes","Parulidae",9,2,"","Common Yellowthroat",9.54,"",2.2554934854602,0.674401469588556,-0.393929693191652,18,5.94483857663598,1.78252337697948
"181",181,181,93,"daejun","Junco hyemalis","Dark-eyed Junco","Dark-eyed Junco","landbird","Passeriformes","Passerellidae",9,1,"","Dark-eyed Junco",19.5,"",2.9704144655697,1.21507663377797,0.194807147871779,18,7.16887987222054,1.96974941817023
"182",182,182,94,"dickci","Spiza americana","Dickcissel","Dickcissel","landbird","Passeriformes","Cardinalidae",10,1,"","Dickcissel",26.18,"",3.26499576048175,1.54866706478032,0.437394602748725,18,7.74382237182593,2.04689541218873
"183",183,183,98,"easblu","Sialia sialis","Eastern Bluebird","Eastern Bluebird","landbird","Passeriformes","Turdidae",7,1,"","Eastern Bluebird",27.5,"",3.31418600467253,1.61268860714008,0.477902728516104,18,7.84422449393377,2.05977752775293
"184",184,184,99,"easkin","Tyrannus tyrannus","Eastern Kingbird","Eastern Kingbird","landbird","Passeriformes","Tyrannidae",11,2,"","Eastern Kingbird",39.85,"",3.68512240523622,2.18883305519849,0.783368550305053,18,8.64446876757899,2.15691966757438
"185",185,185,100,"easmea","Sturnella magna","Eastern Meadowlark","Eastern Meadowlark","landbird","Passeriformes","Icteridae",11,1,"","Eastern Meadowlark",91.76,"",4.51917647282112,4.35015462847668,1.47021139124507,18,10.7547197434919,2.37534470412744
"186",186,186,102,"easpho","Sayornis phoebe","Eastern Phoebe","Eastern Phoebe","landbird","Passeriformes","Tyrannidae",9,1,"","Eastern Phoebe",19.7,"",2.98061863574394,1.22533009578646,0.203210273645395,18,7.18806292054423,1.97242172243673
"187",187,187,103,"eastow","Pipilo erythrophthalmus","Eastern Towhee","Eastern Towhee","landbird","Passeriformes","Passerellidae",13,1,"","Eastern Towhee",40.03,"",3.68962917300448,2.19697160717777,0.78707986986779,18,8.65467741052655,2.15809991589734
"188",188,188,105,"eawpew","Contopus virens","Eastern Wood-Pewee","Eastern Wood-Pewee","landbird","Passeriformes","Tyrannidae",9,1,"","Eastern Wood-pewee",13.9,"",2.63188884013665,0.919460285603973,-0.0839684271658303,18,6.56068571395832,1.88109512705998
"189",189,189,107,"eursta","Sturnus vulgaris","European Starling","European Starling","landbird","Passeriformes","Sturnidae",9,1,"","Common Starling",77.14,"",4.34562195278008,3.77080831734873,1.32728938626266,18,10.2768483372431,2.32989363104092
"190",190,190,108,"evegro","Coccothraustes vespertinus","Evening Grosbeak","Evening Grosbeak","landbird","Passeriformes","Fringillidae",14,1,"","Evening Grosbeak",57.3,"",4.04830062372069,2.95188962316237,1.08244551551153,18,9.50701614088028,2.25203006716448
"191",191,191,109,"fiespa","Spizella pusilla","Field Sparrow","Field Sparrow","landbird","Passeriformes","Passerellidae",13,1,"","Field Sparrow",12.5,"",2.52572864430826,0.842491874421535,-0.171391261405649,18,6.38080023746333,1.85329351856062
"192",192,192,110,"fiscro","Corvus ossifragus","Fish Crow","Fish Crow","landbird","Passeriformes","Corvidae",11,1,"","Fish Crow",284.6,"",5.65108468565575,11.0489663061387,2.4023368766322,18,14.4655916584014,2.67177284035008
"193",193,193,112,"foxspa","Passerella iliaca","Fox Sparrow","Fox Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","Fox Sparrow",33.25,"",3.50405476710186,1.88562531640882,0.634259498731673,18,8.24412670675127,2.10950103248207
"194",194,194,120,"gockin","Regulus satrapa","Golden-crowned Kinglet","Golden-crowned Kinglet","landbird","Passeriformes","Regulidae",10,1,"","Golden-crowned Kinglet",6.19,"",1.8229350866965,0.472299868746161,-0.750141179983637,18,5.30815039530945,1.66924344977419
"195",195,195,122,"gowwar","Vermivora chrysoptera","Golden-winged Warbler","Golden-winged Warbler","landbird","Passeriformes","Parulidae",15,1,"","Golden-winged Warbler",8.74,"",2.16791018966744,0.627473107492301,-0.466054465480542,18,5.81003591791667,1.7595867529302
"196",196,196,123,"graspa","Ammodramus savannarum","Grasshopper Sparrow","Grasshopper Sparrow","landbird","Passeriformes","Passerellidae",12,1,"","Grasshopper Sparrow",17.61,"",2.86846692250811,1.11723114198543,0.1108534297321,18,6.98001477904956,1.94305103411438
"197",197,197,125,"grcfly","Myiarchus crinitus","Great Crested Flycatcher","Great Crested Flycatcher","landbird","Passeriformes","Tyrannidae",8,1,"","Great Crested Flycatcher",32.1,"",3.46885603013597,1.83175288251093,0.605273367694438,18,8.16848177573457,2.10028306244008
"198",198,198,132,"grycat","Dumetella carolinensis","Gray Catbird","Gray Catbird","landbird","Passeriformes","Mimidae",8,1,"","Grey Catbird",35.3,"",3.56388296393925,1.98085381168832,0.683527969783075,18,8.37431306958188,2.12516905280472
"199",199,199,133,"gryjay","Perisoreus canadensis","Canada Jay","Canada Jay","landbird","Passeriformes","Corvidae",9,1,"","Grey Jay",71.58,"",4.27081570533788,3.54552591434759,1.26568650281646,18,10.0774787335599,2.31030310571769
"200",200,200,135,"gycthr","Catharus minimus","Gray-cheeked Thrush","Gray-cheeked Thrush","landbird","Passeriformes","Turdidae",9,1,"","Grey-cheeked Thrush",31.58,"",3.4525240088275,1.80728182348908,0.59182396153509,18,8.13361907178522,2.09600597479081
"201",201,201,137,"henspa","Centronyx henslowii","Henslow's Sparrow","Henslow's Sparrow","landbird","Passeriformes","Passerellidae",15,1,"",NA,12.8,"",2.54944517092557,0.859107927949012,-0.151860721177921,18,6.42055451255225,1.85950448664366
"202",202,202,139,"herthr","Catharus guttatus","Hermit Thrush","Hermit Thrush","landbird","Passeriformes","Turdidae",9,1,"","Hermit Thrush",30.1,"",3.40452517175483,1.73723880405139,0.552296958552815,18,8.03201852340158,2.08343586914711
"203",203,203,140,"hoared","Acanthis hornemanni","Hoary Redpoll","Hoary Redpoll","landbird","Passeriformes","Fringillidae",9,1,"",NA,15.2,"",2.72129542785223,0.989711120931796,-0.0103421754731312,18,6.7161108286663,1.90450924126292
"204",204,204,142,"hoowar","Setophaga citrina","Hooded Warbler","Hooded Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,10.54,"",2.35517754311322,0.73209868873621,-0.311839953430433,18,6.10207569673346,1.80862899145081
"205",205,205,144,"horlar","Eremophila alpestris","Horned Lark","Horned Lark","landbird","Passeriformes","Alaudidae",9,1,"","Horned Lark",33.33,"",3.50645789231965,1.88936061024788,0.636238470378556,18,8.24931668977823,2.11013037143494
"206",206,206,145,"houfin","Haemorhous mexicanus","House Finch","House Finch","landbird","Passeriformes","Fringillidae",6,1,"",NA,21.4,"",3.06339092202781,1.31176450798651,0.271373183547543,18,7.34557743247428,1.99409842225727
"207",207,207,146,"houspa","Passer domesticus","House Sparrow","House Sparrow","landbird","Passeriformes","Passeridae",9,1,"","House Sparrow",26.51,"",3.27752202030093,1.56472480869596,0.447709967441414,18,7.76926708382865,2.05017583352496
"208",208,208,147,"houwre","Troglodytes aedon","House Wren","House Wren","landbird","Passeriformes","Troglodytidae",5,1,"","House Wren",10.85,"",2.38416507998647,0.749785029719481,-0.287968740577854,18,6.14857501682379,1.81622035038928
"209",209,209,149,"indbun","Passerina cyanea","Indigo Bunting","Indigo Bunting","landbird","Passeriformes","Cardinalidae",10,1,"","Indigo Bunting",14.69,"",2.68716699018579,0.96228278528553,-0.0384469159146485,18,6.65635185529436,1.89557156499647
"210",210,210,150,"kenwar","Geothlypis formosa","Kentucky Warbler","Kentucky Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,14,"",2.63905732961526,0.924904137517364,-0.078065181956565,18,6.57301371931635,1.8829724365022
"211",211,211,153,"laplon","Calcarius lapponicus","Lapland Longspur","Lapland Longspur","landbird","Passeriformes","Calcariidae",10,1,"","Lapland Longspur",27.84,"",3.32647383546622,1.62909027757939,0.488021747101757,18,7.86950771558461,2.06299550845057
"212",212,212,157,"leafly","Empidonax minimus","Least Flycatcher","Least Flycatcher","landbird","Passeriformes","Tyrannidae",11,1,"","Least Flycatcher",10,"",2.30258509299405,0.701068420207434,-0.355149792990889,18,6.01860734269289,1.79485589413476
"213",213,213,164,"linspa","Melospiza lincolnii","Lincoln's Sparrow","Lincoln's Sparrow","landbird","Passeriformes","Passerellidae",7,1,"","Lincoln's Sparrow",16.6,"",2.8094026953625,1.06419014972044,0.0622140870956076,18,6.87287898639474,1.92758308488345
