"","X.2","X.1","X","species_code","scientific_name","common_name.x","common_name.y","group","order","family","CCS.max","habitat_score","habitat_comment","English","bodymass","mass_comments","log_bodymass","predicted_defecation_rate","log_predicted_defecation_rate","order_ind","est_axial_length","log_est_axial_length"
"214",214,214,168,"logshr","Lanius ludovicianus","Loggerhead Shrike","Loggerhead Shrike","landbird","Passeriformes","Laniidae",11,1,"","Loggerhead Shrike",51.59,"",3.94332785525656,2.70743184452654,0.996000526732782,18,9.24922187490086,2.22453942635357
"215",215,215,170,"louwat","Parkesia motacilla","Louisiana Waterthrush","Louisiana Waterthrush","landbird","Passeriformes","Parulidae",11,2,"",NA,19.9,"",2.99071973173045,1.23556520086336,0.211528517909903,18,7.20710275328945,1.97506703326948
"216",216,216,171,"magwar","Setophaga magnolia","Magnolia Warbler","Magnolia Warbler","landbird","Passeriformes","Parulidae",9,1,"",NA,8.14,"",2.09679018001445,0.591779171306814,-0.524621735129128,18,5.70282458101409,1.74096159262963
"217",217,217,174,"marwre","Cistothorus palustris","Marsh Wren","Marsh Wren","landbird","Passeriformes","Troglodytidae",7,2,"","Marsh Wren",10.8,"",2.37954613413017,0.746938490925969,-0.29177243870413,18,6.1411420375907,1.81501072447087
"218",218,218,179,"mouwar","Geothlypis philadelphia","Mourning Warbler","Mourning Warbler","landbird","Passeriformes","Parulidae",12,1,"",NA,11.74,"",2.46300181439995,0.800077441267508,-0.223046754414795,18,6.2768382726437,1.83686639393157
"219",219,219,181,"naswar","Leiothlypis ruficapilla","Nashville Warbler","Nashville Warbler","landbird","Passeriformes","Parulidae",11,1,"",NA,8.09,"",2.0906287310704,0.588784119267649,-0.529695683283702,18,5.69363002545174,1.7393480105333
"220",220,220,184,"norcar","Cardinalis cardinalis","Northern Cardinal","Northern Cardinal","landbird","Passeriformes","Cardinalidae",6,1,"","Northern Cardinal",42.64,"",3.75279277985759,2.31427172481778,0.839095048332932,18,8.79902944641275,2.17464142522138
"221",221,221,187,"normoc","Mimus polyglottos","Northern Mockingbird","Northern Mockingbird","landbird","Passeriformes","Mimidae",9,1,"","Northern Mockingbird",48.5,"",3.88156379794344,2.57316813268969,0.945137876166537,18,9.10081924164898,2.20836443602549
"222",222,222,188,"norpar","Setophaga americana","Northern Parula","Northern Parula","landbird","Passeriformes","Parulidae",9,1,"",NA,7.84,"",2.05923883436232,0.573759340792849,-0.555545237490929,18,5.64701740629708,1.73112751308317
"223",223,223,191,"norshr4","Lanius borealis","Northern Shrike","Northern Shrike","landbird","Passeriformes","Laniidae",13,1,"",NA,67.5,"AAB",4.21212759787848,3.37824685990858,1.21735689443325,18,9.9237776077781,2.2949336560438
"224",224,224,192,"norwat","Parkesia noveboracensis","Northern Waterthrush","Northern Waterthrush","landbird","Passeriformes","Parulidae",8,2,"",NA,16.3,"",2.79116510781272,1.04832688318287,0.0471954486986323,18,6.84013152869038,1.92280696079028
"225",225,225,193,"nrwswa","Stelgidopteryx serripennis","Northern Rough-winged Swallow","Northern Rough-winged Swallow","landbird","Passeriformes","Hirundinidae",9,2,"","Northern Rough-winged Swallow",15.69,"",2.75302356674494,1.01591117677029,0.0157859208958619,18,6.77214800032371,1.91281831877569
"226",226,226,195,"olsfly","Contopus cooperi","Olive-sided Flycatcher","Olive-sided Flycatcher","landbird","Passeriformes","Tyrannidae",13,1,"","Olive-sided Flycatcher",32.1,"",3.46885603013597,1.83175288251093,0.605273367694438,18,8.16848177573457,2.10028306244008
"227",227,227,196,"orcori","Icterus spurius","Orchard Oriole","Orchard Oriole","landbird","Passeriformes","Icteridae",10,1,"","Orchard Oriole",19.44,"",2.96733279903229,1.2119969825568,0.192269398004421,18,7.16309664942319,1.96894238041064
"228",228,228,197,"orcwar","Leiothlypis celata","Orange-crowned Warbler","Orange-crowned Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,9.19,"",2.2181159363676,0.653959357318365,-0.424710074229147,18,5.88693101563239,1.77273481189226
"229",229,229,199,"ovenbi1","Seiurus aurocapilla","Ovenbird","Ovenbird","landbird","Passeriformes","Parulidae",9,1,"","Ovenbird",18.8,"",2.9338568698359,1.17904170927504,0.1647019977531,18,7.10057371261168,1.96017558537595
"230",230,230,201,"palwar","Setophaga palmarum","Palm Warbler","Palm Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,10.3,"",2.33214389523559,0.718342974535144,-0.330808143575817,18,6.0653779563597,1.80259685807343
"231",231,231,204,"phivir","Vireo philadelphicus","Philadelphia Vireo","Philadelphia Vireo","landbird","Passeriformes","Vireonidae",9,1,"","Philadelphia Vireo",11.5,"",2.4423470353692,0.78658385203042,-0.240055948014852,18,6.24297759443162,1.83145724716265
"232",232,232,207,"pingro","Pinicola enucleator","Pine Grosbeak","Pine Grosbeak","landbird","Passeriformes","Fringillidae",12,1,"","Pine Grosbeak",56.4,"",4.03246915850401,2.91365502936889,1.06940831688344,18,9.46768164638624,2.24788406691937
"233",233,233,208,"pinsis","Spinus pinus","Pine Siskin","Pine Siskin","landbird","Passeriformes","Fringillidae",10,1,"",NA,12.7,"",2.54160199346455,0.853576959604265,-0.158319571387628,18,6.40738023382252,1.85745048752034
"234",234,234,209,"pinwar","Setophaga pinus","Pine Warbler","Pine Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,11.79,"",2.46725171454928,0.802882449332409,-0.21954696512568,18,6.28382815039792,1.83797937285169
"235",235,235,211,"prawar","Setophaga discolor","Prairie Warbler","Prairie Warbler","landbird","Passeriformes","Parulidae",14,1,"",NA,7.64,"",2.03339760317843,0.561678604836716,-0.576825470187502,18,5.6089308375772,1.72436011983459
"236",236,236,212,"prowar","Protonotaria citrea","Prothonotary Warbler","Prothonotary Warbler","landbird","Passeriformes","Parulidae",14,1,"","Prothonotary Warbler",14.3,"",2.66025953726586,0.941194767688085,-0.0606051813368116,18,6.60961195121695,1.88852494581912
"237",237,237,213,"purfin","Haemorhous purpureus","Purple Finch","Purple Finch","landbird","Passeriformes","Fringillidae",8,1,"",NA,23.3,"",3.14845336057165,1.40694689213576,0.341422031958436,18,7.51104703829584,2.01637487527191
"238",238,238,215,"purmar","Progne subis","Purple Martin","Purple Martin","landbird","Passeriformes","Hirundinidae",9,2,"","Purple Martin",53.79,"",3.98508757628515,2.80215740635771,1.03038962276728,18,9.35092819125451,2.2354756101654
"239",239,239,218,"rebnut","Sitta canadensis","Red-breasted Nuthatch","Red-breasted Nuthatch","landbird","Passeriformes","Sittidae",7,1,"","Red-breasted Nuthatch",9.8,"",2.28238238567653,0.689501293395025,-0.371786705905689,18,5.98684844440077,1.78956513750902
"240",240,240,220,"redcro","Loxia curvirostra","Red Crossbill","Red Crossbill","landbird","Passeriformes","Fringillidae",9,1,"","Red Crossbill",38.29,"",3.6451887654892,2.11802326324384,0.750483230708998,18,8.55453630640845,2.14646170440337
"241",241,241,224,"reevir1","Vireo olivaceus","Red-eyed Vireo","Red-eyed Vireo","landbird","Passeriformes","Vireonidae",5,1,"","Red-eyed Vireo",16.06,"",2.77633170851862,1.03559915872486,0.0349801565396248,18,6.8136117380926,1.91892233758785
"242",242,242,230,"rewbla","Agelaius phoeniceus","Red-winged Blackbird","Red-winged Blackbird","landbird","Passeriformes","Icteridae",8,2,"","Red-winged Blackbird",50.78,"",3.92750257627653,2.67237722429099,0.982968422465509,18,9.21096890533718,2.22039504618205
"243",243,243,234,"robgro","Pheucticus ludovicianus","Rose-breasted Grosbeak","Rose-breasted Grosbeak","landbird","Passeriformes","Cardinalidae",10,1,"","Rose-breasted Grosbeak",42,"",3.73766961828337,2.2856287192915,0.826641137173779,18,8.76424974524023,2.17068091804562
"244",244,244,242,"ruckin","Corthylio calendula","Ruby-crowned Kinglet","Ruby-crowned Kinglet","landbird","Passeriformes","Regulidae",7,1,"",NA,6.19,"",1.8229350866965,0.472299868746161,-0.750141179983637,18,5.30815039530945,1.66924344977419
"245",245,245,246,"rusbla","Euphagus carolinus","Rusty Blackbird","Rusty Blackbird","landbird","Passeriformes","Icteridae",12,1,"","Rusty Blackbird",59.57,"",4.0871520916406,3.04785988565676,1.11443966749506,18,9.60423961300555,2.26220462734032
"246",246,246,251,"savspa","Passerculus sandwichensis","Savannah Sparrow","Savannah Sparrow","landbird","Passeriformes","Passerellidae",10,1,"","Savannah Sparrow",19.97,"",2.99423114742772,1.23914319109223,0.214420165858127,18,7.21373332341477,1.97598661526283
"247",247,247,252,"scatan","Piranga olivacea","Scarlet Tanager","Scarlet Tanager","landbird","Passeriformes","Cardinalidae",12,1,"","Scarlet Tanager",28.2,"",3.33932197794407,1.64641826823033,0.498602181899996,18,7.89603097944496,2.06636022555876
"248",248,248,253,"sedwre1","Cistothorus stellaris","Sedge Wren","Sedge Wren","landbird","Passeriformes","Troglodytidae",9,1,"",NA,9.04,"",2.20165917440409,0.645156597898029,-0.438262204215661,18,5.86161437766862,1.76842505671796
"249",249,249,258,"snobun","Plectrophenax nivalis","Snow Bunting","Snow Bunting","landbird","Passeriformes","Calcariidae",11,1,"","Snow Bunting",42.2,"",3.74242022104197,2.29458788057038,0.830553254651175,18,8.7751601749458,2.17192502274041
"250",250,250,264,"sonspa","Melospiza melodia","Song Sparrow","Song Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","Song Sparrow",21.91,"",3.08694315360738,1.33745482958705,0.290768426946367,18,7.39102454089929,2.00026636417327
"251",251,251,269,"sumtan","Piranga rubra","Summer Tanager","Summer Tanager","landbird","Passeriformes","Cardinalidae",8,1,"","Summer Tanager",29.13,"",3.37176857097134,1.69100313637401,0.52532192465985,18,7.96341122879631,2.07485745438773
"252",252,252,271,"swaspa","Melospiza georgiana","Swamp Sparrow","Swamp Sparrow","landbird","Passeriformes","Passerellidae",7,2,"","Swamp Sparrow",16.1,"",2.77881927199042,1.03772276467969,0.0370286630194721,18,6.81805192482011,1.91957378953008
"253",253,253,272,"swathr","Catharus ustulatus","Swainson's Thrush","Swainson's Thrush","landbird","Passeriformes","Turdidae",9,1,"","Swainson's Thrush",30.3,"",3.41114771251532,1.74673899025168,0.557750615440251,18,8.045960816684,2.08517020360323
"254",254,254,273,"swawar","Limnothlypis swainsonii","Swainson's Warbler","Swainson's Warbler","landbird","Passeriformes","Parulidae",13,1,"","Swainson's Warbler",18.9,"",2.9391619220656,1.18420386381394,0.169070703915434,18,7.11044543731512,1.96156489126417
"255",255,255,275,"tenwar","Leiothlypis peregrina","Tennessee Warbler","Tennessee Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,8.9,"",2.18605127673809,0.636917404457494,-0.451115295149024,18,5.83770421181828,1.76433760513573
"256",256,256,276,"treswa","Tachycineta bicolor","Tree Swallow","Tree Swallow","landbird","Passeriformes","Hirundinidae",10,2,"","Tree Swallow",21.2,"",3.05400118167797,1.30166047783322,0.263640740066693,18,7.32753671202485,1.99163940376093
"257",257,257,279,"tuftit","Baeolophus bicolor","Tufted Titmouse","Tufted Titmouse","landbird","Passeriformes","Paridae",7,1,"","Tufted Titmouse",21.6,"",3.07269331469012,1.32185188460943,0.279033696279318,18,7.3634941286965,1.99653456583148
"258",258,258,283,"veery","Catharus fuscescens","Veery","Veery","landbird","Passeriformes","Turdidae",11,1,"","Veery",31.9,"",3.4626060097908,1.82234927848972,0.600126481063646,18,8.15512272452514,2.09864628495118
"259",259,259,284,"vesspa","Pooecetes gramineus","Vesper Sparrow","Vesper Sparrow","landbird","Passeriformes","Passerellidae",11,1,"","Vesper Sparrow",25.68,"",3.24571247882176,1.52426882506622,0.421514836109198,18,7.70481484523542,2.04184543801422
"260",260,260,287,"warvir","Vireo gilvus","Warbling Vireo","Warbling Vireo","landbird","Passeriformes","Vireonidae",8,1,"","Warbling Vireo",12.67,"",2.53923699433305,0.851916172367224,-0.160267146233708,18,6.40341302363124,1.85683113316213
"261",261,261,291,"whbnut","Sitta carolinensis","White-breasted Nuthatch","White-breasted Nuthatch","landbird","Passeriformes","Sittidae",6,1,"","White-breasted Nuthatch",21,"",3.04452243772342,1.29153960915151,0.25583500219033,18,7.3093699265251,1.98915707668501
"262",262,262,292,"whcspa","Zonotrichia leucophrys","White-crowned Sparrow","White-crowned Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","White-crowned Sparrow",28,"",3.3322045101752,1.63679645929715,0.492740953026883,18,7.88132689876944,2.0644962778628
"263",263,263,293,"whevir","Vireo griseus","White-eyed Vireo","White-eyed Vireo","landbird","Passeriformes","Vireonidae",7,1,"","White-eyed Vireo",11.4,"",2.43361335540045,0.780946896017872,-0.247248126309684,18,6.22871492894525,1.82917004008512
"264",264,264,296,"whtspa","Zonotrichia albicollis","White-throated Sparrow","White-throated Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","White-throated Sparrow",24.4,"",3.19458313229916,1.46142189308487,0.379409861161135,18,7.60233550562372,2.02845550345582
"265",265,265,297,"whwcro","Loxia leucoptera","White-winged Crossbill","White-winged Crossbill","landbird","Passeriformes","Fringillidae",6,1,"","White-winged Crossbill",28.69,"",3.35654862999327,1.66994103219264,0.512788315740962,18,7.93173342281728,2.07087160227853
"266",266,266,299,"wilfly","Empidonax traillii","Willow Flycatcher","Willow Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"","Willow Flycatcher",13.39,"",2.59450815970308,0.891587776792001,-0.114751386860044,18,6.49677397348166,1.87130574192608
"267",267,267,304,"winwre3","Troglodytes hiemalis","Winter Wren","Winter Wren","landbird","Passeriformes","Troglodytidae",12,1,"",NA,9.74,"",2.27624111765444,0.686023061079328,-0.376844035087567,18,5.97722755243906,1.78795684046409
"268",268,268,305,"wlswar","Cardellina pusilla","Wilson's Warbler","Wilson's Warbler","landbird","Passeriformes","Parulidae",9,1,"",NA,6.96,"",1.94017947434633,0.52017472050815,-0.65359052286514,18,5.47366179996479,1.69994782572935
"269",269,269,306,"woewar1","Helmitheros vermivorum","Worm-eating Warbler","Worm-eating Warbler","landbird","Passeriformes","Parulidae",13,1,"","Worm-eating Warbler",14.16,"",2.65042108826557,0.933600057870425,-0.0687071360234759,18,6.59260402167033,1.8859484179104
"270",270,270,309,"woothr","Hylocichla mustelina","Wood Thrush","Wood Thrush","landbird","Passeriformes","Turdidae",14,1,"","Wood Thrush",50.09,"",3.91382138736953,2.64243799672029,0.971701974615749,18,9.17802617522145,2.21681216792123
"271",271,271,313,"yebcha","Icteria virens","Yellow-breasted Chat","Yellow-breasted Chat","landbird","Passeriformes","Icteriidae",10,1,"","Yellow-breasted Chat",24.89,"",3.2144661163795,1.48554763529947,0.395783482252215,18,7.64202430772634,2.03366252982655
"272",272,272,315,"yebfly","Empidonax flaviventris","Yellow-bellied Flycatcher","Yellow-bellied Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"","Yellow-bellied Flycatcher",11.8,"",2.46809953147162,0.803443198751618,-0.218848788585131,18,6.28522349927295,1.83820140215345
"273",273,273,317,"yelwar","Setophaga petechia","Yellow Warbler","Yellow Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,10.8,"",2.37954613413017,0.746938490925969,-0.29177243870413,18,6.1411420375907,1.81501072447087
"274",274,274,318,"yerwar","Setophaga coronata","Yellow-rumped Warbler","Yellow-rumped Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,11.94,"",2.47989410796446,0.811284922185776,-0.209135964511889,18,6.30466734593538,1.84129020766583
"275",275,275,319,"yetvir","Vireo flavifrons","Yellow-throated Vireo","Yellow-throated Vireo","landbird","Passeriformes","Vireonidae",10,1,"","Yellow-throated Vireo",18,"",2.89037175789616,1.13756730999887,0.128892043717662,18,7.02017081297649,1.94878755007453
"276",276,276,320,"yetwar","Setophaga dominica","Yellow-throated Warbler","Yellow-throated Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,9.69,"",2.27109442590267,0.683121644857008,-0.381082331526147,18,5.96917666945225,1.78660900657934
"277",277,277,5,"amebit","Botaurus lentiginosus","American Bittern","American Bittern","waterbird","Pelecaniformes","Ardeidae",12,3,"","American Bittern",706,"",6.55961523749324,23.3479933215522,3.15051104130211,19,13.2198442849125,2.58171905560322
"278",278,278,15,"amwpel","Pelecanus erythrorhynchos","American White Pelican","American White Pelican","waterbird","Pelecaniformes","Pelecanidae",10,4,"","American White Pelican",5608.48,"",8.63203501706305,128.656624639924,4.85714703091094,19,22.7474191663943,3.12445169572637
"279",279,279,26,"bcnher","Nycticorax nycticorax","Black-crowned Night Heron","Black-crowned Night-Heron","waterbird","Pelecaniformes","Ardeidae",10,3,"","Black-crowned Night-heron",810,"",6.69703424766648,26.145457956965,3.26367548353049,19,13.704261368152,2.61770683323866
"280",280,280,52,"brnpel","Pelecanus occidentalis","Brown Pelican","Brown Pelican","waterbird","Pelecaniformes","Pelecanidae",11,4,"","Brown Pelican",3427.84,"",8.13968560418264,85.7724357314917,4.45169769300754,19,19.9956247223897,2.99551348574117
"281",281,281,72,"categr","Bubulcus ibis/coromandus","Western/Eastern Cattle Egret","Cattle Egret","waterbird","Pelecaniformes","Ardeidae",9,3,"",NA,365.95,"",5.90249671204724,13.5905469556063,2.60937447427048,19,11.1298481979015,2.40963052619188
"282",282,282,118,"gloibi","Plegadis falcinellus","Glossy Ibis","Glossy Ibis","waterbird","Pelecaniformes","Threskiornithidae",8,3,"","Glossy Ibis",626.61,"",6.44032433753534,21.1634382711624,3.05227508297553,19,12.8132364176758,2.55047873174844
"283",283,283,124,"grbher3","Ardea herodias","Great Blue Heron","Great Blue Heron","waterbird","Pelecaniformes","Ardeidae",8,3,"","Great Blue Heron",2523.41,"",7.83336644039298,66.6492712600344,4.199444112732,19,18.4542286067126,2.91529353700164
"284",284,284,127,"greegr","Ardea alba","Great Egret","Great Egret","waterbird","Pelecaniformes","Ardeidae",6,3,"",NA,871.33,"",6.77002077995403,27.765099908228,3.32377983303855,19,13.9687236450601,2.63682080510495
"285",285,285,131,"grnher","Butorides virescens","Green Heron","Green Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Green Heron",201.5,"",5.30578938138674,8.3143794246338,2.11798647662263,19,9.51969389760107,2.253362694673
"286",286,286,156,"leabit","Ixobrychus exilis","Least Bittern","Least Bittern","waterbird","Pelecaniformes","Ardeidae",10,3,"","Least Bittern",86.29,"",4.45771371652022,4.13545294516568,1.4195968618154,19,7.62372909477953,2.03126563250698
"287",287,287,162,"libher","Egretta caerulea","Little Blue Heron","Little Blue Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Little Blue Heron",338.61,"",5.82484900263564,12.7487298778885,2.54543164922178,19,10.9058121155498,2.38929586873305
"288",288,288,221,"redegr","Egretta rufescens","Reddish Egret","Reddish Egret","waterbird","Pelecaniformes","Ardeidae",15,3,"","Reddish Egret",614,"",6.41999492814714,20.8120850709167,3.0355338310094,19,12.745200813167,2.54515479393518
"289",289,289,239,"rosspo1","Platalea ajaja","Roseate Spoonbill","Roseate Spoonbill","waterbird","Pelecaniformes","Threskiornithidae",9,3,"","Roseate Spoonbill",1490,"",7.30653139893951,43.189434257709,3.7655958879683,19,16.0759458519739,2.77732410832885
"290",290,290,259,"snoegr","Egretta thula","Snowy Egret","Snowy Egret","waterbird","Pelecaniformes","Ardeidae",7,3,"","Snowy Egret",371,"",5.91620206260743,13.7448034149815,2.62066081922184,19,11.1698672890243,2.41321973199211
"291",291,291,277,"triher","Egretta tricolor","Tricolored Heron","Tricolored Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Tricoloured Heron",372.3,"",5.91969998087867,13.7844528507806,2.62354135205078,19,11.1801041031075,2.41413577923168
"292",292,292,294,"whfibi","Plegadis chihi","White-faced Ibis","White-faced Ibis","waterbird","Pelecaniformes","Threskiornithidae",7,3,"","White-faced Ibis",616.89,"",6.42469072600154,20.8927209142772,3.03940081669311,19,12.760883892981,2.54638454612734
"293",293,293,295,"whiibi","Eudocimus albus","White Ibis","White Ibis","waterbird","Pelecaniformes","Threskiornithidae",9,3,"","White Ibis",889.66,"",6.7908393672651,28.245211043077,3.34092392262316,19,14.0450897479905,2.64227285056715
"294",294,294,312,"ycnher","Nyctanassa violacea","Yellow-crowned Night Heron","Yellow-crowned Night-Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Yellow-crowned Night-heron",681.67,"",6.52454566977239,22.6833524010173,3.12163128103227,19,13.0989871819224,2.57253491286113
"295",295,295,33,"bkbwoo","Picoides arcticus","Black-backed Woodpecker","Black-backed Woodpecker","landbird","Piciformes","Picidae",8,1,"","Black-backed Woodpecker",69.24,"",4.23757873030801,3.44979869865631,1.23831588112538,21,9.55176948642477,2.25672642386583
"296",296,296,96,"dowwoo","Dryobates pubescens","Downy Woodpecker","Downy Woodpecker","landbird","Piciformes","Picidae",8,1,"",NA,25.55,"",3.24063731664971,1.51791160221956,0.417335444220884,21,7.35693842671238,1.99564387156787
"297",297,297,136,"haiwoo","Dryobates villosus","Hairy Woodpecker","Hairy Woodpecker","landbird","Piciformes","Picidae",6,1,"",NA,62.65,"",4.13756368134208,3.17705151547881,1.15595357028931,21,9.30483472718979,2.23053412821587
"298",298,298,185,"norfli","Colaptes auratus","Northern Flicker","Northern Flicker","landbird","Piciformes","Picidae",10,1,"","Northern Flicker",131.46,"",4.87870262283543,5.84905951153388,1.76628088106016,21,11.2980056850722,2.42462622209574
"299",299,299,206,"pilwoo","Dryocopus pileatus","Pileated Woodpecker","Pileated Woodpecker","landbird","Piciformes","Picidae",7,1,"","Pileated Woodpecker",286.59,"",5.65805262295003,11.1125485221932,2.40807496728207,21,13.8560943828697,2.6287251634936
"300",300,300,219,"rebwoo","Melanerpes carolinus","Red-bellied Woodpecker","Red-bellied Woodpecker","landbird","Piciformes","Picidae",7,1,"","Red-bellied Woodpecker",69.5,"",4.24132675257075,3.46046292816149,1.24140237438631,21,9.5611495841833,2.25770796922549
"301",301,301,225,"rehwoo","Melanerpes erythrocephalus","Red-headed Woodpecker","Red-headed Woodpecker","landbird","Piciformes","Picidae",12,1,"","Red-headed Woodpecker",71.6,"",4.2710950739666,3.54634169129576,1.2659165626532,21,9.63597801096758,2.26550380278319
"302",302,302,316,"yebsap","Sphyrapicus varius","Yellow-bellied Sapsucker","Yellow-bellied Sapsucker","landbird","Piciformes","Picidae",7,1,"","Yellow-bellied Sapsucker",50.3,"",3.91800507710569,2.65155759674416,0.975147239683902,21,8.78490881922721,2.17303534244202
"303",303,303,80,"clagre","Aechmophorus clarkii","Clark's Grebe","Clark's Grebe","waterbird","Podicipediformes","Podicipedidae",11,5,"","Clark's Grebe",1090.93,"",6.99478582245476,33.4106149139689,3.50887366128666,40,14.2039300315689,2.653518689102
"304",304,304,143,"horgre","Podiceps auritus","Horned Grebe","Horned Grebe","waterbird","Podicipediformes","Podicipedidae",13,5,"","Horned Grebe",453,"",6.11589212548303,16.2015257889103,2.78510542230389,40,11.2836061758187,2.42335089141573
"305",305,305,158,"leagre","Tachybaptus dominicus","Least Grebe","Least Grebe","waterbird","Podicipediformes","Podicipedidae",8,5,"","Least Grebe",132.59,"",4.88726166012663,5.89043142054248,1.77332924125319,40,8.17918726033606,2.1015927887513
"306",306,306,205,"pibgre","Podilymbus podiceps","Pied-billed Grebe","Pied-billed Grebe","waterbird","Podicipediformes","Podicipedidae",8,5,"","Pied-billed Grebe",411.93,"",6.02085343200177,14.9818749847865,2.70684113613008,40,11.0062338001606,2.39846182138492
"307",307,307,226,"rengre","Podiceps grisegena","Red-necked Grebe","Red-necked Grebe","waterbird","Podicipediformes","Podicipedidae",9,5,"","Red-necked Grebe",1023,"",6.93049476595163,31.6877455032652,3.45593002895895,40,13.9667837218742,2.63668191926597
"308",308,308,288,"wesgre","Aechmophorus occidentalis","Western Grebe","Western Grebe","waterbird","Podicipediformes","Podicipedidae",12,5,"","Western Grebe",1136.95,"",7.0361045174098,34.5670035600107,3.54289957271112,40,14.3584608602521,2.66433937544193
"309",309,309,48,"brdowl","Strix varia","Barred Owl","Barred Owl","landbird","Strigiformes","Strigidae",7,1,"","Barred Owl",711.49,"",6.56736136261736,23.4974045176237,3.15688996899193,27,25.8033996661514,3.25050625325254
"310",310,310,51,"brnowl","Tyto alba","Barn Owl","Barn Owl","landbird","Strigiformes","Tytonidae",8,1,"","Barn Owl",403.32,"",5.99973029152501,14.7235204728427,2.68944624726317,27,22.2391225671026,3.10185301568605
"311",311,311,101,"easowl1","Megascops asio","Eastern Screech-Owl","Eastern Screech-Owl","landbird","Strigiformes","Strigidae",9,1,"","Eastern Screech-owl",179.99,"",5.19290129379139,7.57628693237343,2.02502322902791,27,18.0033486545692,2.8905577769585
"312",312,312,130,"grhowl","Bubo virginianus","Great Horned Owl","Great Horned Owl","landbird","Strigiformes","Strigidae",8,1,"","Great Horned Owl",1575.7,"",7.362454896968,45.2249462487669,3.81164884275145,27,31.776536362935,3.45872816721851
"313",313,313,167,"loeowl","Asio otus","Long-eared Owl","Long-eared Owl","landbird","Strigiformes","Strigidae",10,1,"","Long-eared Owl",296.57,"",5.69228327826318,11.4302561041937,2.43626388387186,27,20.5187212626884,3.02133770172769
"314",314,314,194,"nswowl","Aegolius acadicus","Northern Saw-whet Owl","Northern Saw-whet Owl","landbird","Strigiformes","Strigidae",8,1,"","Northern Saw-whet Owl",100.69,"",4.61204648992752,4.69589993717738,1.54668977420196,27,15.4628668312486,2.73844146136597
"315",315,315,256,"sheowl","Asio flammeus","Short-eared Owl","Short-eared Owl","landbird","Strigiformes","Strigidae",12,1,"","Short-eared Owl",322.61,"",5.77644416335079,12.2505435048648,2.50557030375058,27,20.9759816608004,3.04337805272655
"316",316,316,261,"snoowl1","Bubo scandiacus","Snowy Owl","Snowy Owl","landbird","Strigiformes","Strigidae",13,1,"",NA,2028.76,"",7.61518004796021,55.6881733879561,4.019767797422,27,33.9508104590429,3.52491272585653
"317",317,317,16,"anhing","Anhinga anhinga","Anhinga","Anhinga","waterbird","Suliformes","Anhingidae",8,3,"","Anhinga",1235,"",7.11882624906208,37.003808912079,3.6110208509156,29,15.1579033928373,2.71852207202458
"318",318,318,95,"doccor","Nannopterum auritum","Double-crested Cormorant","Double-crested Cormorant","waterbird","Suliformes","Phalacrocoracidae",8,3,"",NA,1806.49,"",7.49914101500636,50.6130652207433,3.92420974890755,29,16.7453440325551,2.81812025142509
"319",319,319,126,"grecor","Phalacrocorax carbo","Great Cormorant","Great Cormorant","waterbird","Suliformes","Phalacrocoracidae",10,3,"","Great Cormorant",2528.97,"",7.8355673842034,66.7701809660338,4.20125658815566,29,18.2876282968197,2.90622478186885
"320",320,320,182,"neocor","Nannopterum brasilianum","Neotropic Cormorant","Neotropic Cormorant","waterbird","Suliformes","Phalacrocoracidae",6,3,"",NA,1239.29,"",7.12229391396702,37.1096287181517,3.61387647012221,29,15.1716749066463,2.7194301964053
