species_code,scientific_name,common_name.x,group,order,family,CCS.max,habitat_score,habitat_comment,bodymass,predicted_defecation_rate,est_axial_length,wingloading_quantile,axiallength_quantile,CCS_quantile,vis_acuity_risk,exposure,exposure_scaled,VI,exposure_scaled_2,risk,reduction_factor,abs_target
eastow,Pipilo erythrophthalmus,Eastern Towhee,landbird,Passeriformes,Passerellidae,13,1,,40.03,2.196971607,14.12161675,3,5,5,1,4439.133914,1.520530124,10,0.130132531,1.301325311,0.844939271,4187.762831
easwpw1,Antrostomus vociferus,Eastern Whip-poor-will,landbird,Caprimulgiformes,Caprimulgidae,14,1,,53.3,2.781119599,6.813611738,1.75,2,5,4,10367.57066,2.215694988,14.375,0.303923747,4.368903862,0.81659919,10871.33511
eawpew,Contopus virens,Eastern Wood-Pewee,landbird,Passeriformes,Tyrannidae,9,1,,13.9,0.919460286,5.702824581,1,1,3,5,2763.951709,1.324099285,9,0.081024821,0.729223391,0.851417004,2355.613159
eursta,Sturnus vulgaris,European Starling,landbird,Passeriformes,Sturnidae,9,1,,77.14,3.770808317,9.746803211,3,3,2,3,2480.844093,1.290902259,6,0.072725565,0.436353389,0.870850202,1728.94386
evegro,Coccothraustes vespertinus,Evening Grosbeak,landbird,Passeriformes,Fringillidae,14,1,,57.3,2.951889623,9.519693898,2.125,3,5,3,974.0467248,1.114216123,12.8125,0.028554031,0.365848517,0.826720648,2038.452381
fiespa,Spizella pusilla,Field Sparrow,landbird,Passeriformes,Passerellidae,13,1,,12.5,0.842491874,10.3492698,2,3,5,3,4474.409469,1.524666515,12.5,0.131166629,1.639582858,0.828744939,3632.610236
fiscro,Corvus ossifragus,Fish Crow,landbird,Passeriformes,Corvidae,11,1,,284.6,11.04896631,12.82134167,3,4,4,2,15580.7802,2.826992745,10,0.456748186,4.567481863,0.844939271,6131.3191
forter,Sterna forsteri,Forster's Tern,waterbird,Charadriiformes,Laridae,13,5,Gulls and terns strongly negatively affected in Song et al. 2024,149,6.484527479,13.87379953,2,4,5,2,2869.275961,1.336449542,30,0.084112386,2.523371566,0.715384615,3272.314869
foxspa,Passerella iliaca,Fox Sparrow,landbird,Passeriformes,Passerellidae,9,1,,33.25,1.885625316,14.60574068,3,5,2,1,4830.484903,1.566419702,4,0.141604925,0.566419702,0.883805668,3862.334908
gadwal,Mareca strepera,Gadwall,waterfowl,Anseriformes,Anatidae,8,4,,915.58,28.92115929,12.35255351,5,4,1,2,712.165215,1.083508057,14,0.020877014,0.2922782,0.81902834,308.2132135
gbbgul,Larus marinus,Great Black-backed Gull,waterbird,Charadriiformes,Laridae,15,5,Gulls and terns strongly negatively affected in Song et al. 2024,1649.71,46.96710064,15.72008641,4,5,5,1,2941.589902,1.344929031,37.5,0.086232258,3.233709662,0.666801619,3113.644278
glagul,Larus hyperboreus,Glaucous Gull,waterbird,Charadriiformes,Laridae,13,5,Gulls and terns strongly negatively affected in Song et al. 2024,1529.04,44.11919039,7.896030979,3.114285714,2,5,4,30.49008812,1.003575249,53.35714286,0.000893812,0.047691269,0.564083285,22.93836577
gloibi,Plegadis falcinellus,Glossy Ibis,waterbird,Pelecaniformes,Threskiornithidae,8,3,,626.61,21.16343827,5.695472285,4,1,2,5,2792.066388,1.327395995,27,0.081848999,2.209922966,0.734817814,1771.868141
gnwtea,Anas crecca,Green-winged Teal,waterfowl,Anseriformes,Anatidae,9,4,,341.89,12.85033934,13.00470334,5,4,2,2,712.7846793,1.083580695,28,0.020895174,0.585064865,0.728340081,371.5077235
gockin,Regulus satrapa,Golden-crowned Kinglet,landbird,Passeriformes,Regulidae,10,1,,6.19,0.472299869,21.04200773,1,5,3,1,2361.556122,1.276914625,3,0.069228656,0.207685969,0.890283401,2396.979907
goleag,Aquila chrysaetos,Golden Eagle,landbird,Accipitriformes,Accipitridae,10,1,Fishing rare,4247.97,102.344773,17.87902288,5,5,3,1,55.60207426,1.006519865,9,0.001629966,0.014669697,0.851417004,160.4316842
gowwar,Vermivora chrysoptera,Golden-winged Warbler,landbird,Passeriformes,Parulidae,15,1,,8.74,0.627473107,7.623729095,1.470588235,2,5,4,475.5084619,1.055757831,13.67647059,0.013939458,0.190642584,0.821124077,1174.263685
graspa,Ammodramus savannarum,Grasshopper Sparrow,landbird,Passeriformes,Passerellidae,12,1,,17.61,1.117231142,8.763468065,2,3,4,3,920.6463054,1.107954422,10,0.026988606,0.269886055,0.844939271,740.0723382
grbher3,Ardea herodias,Great Blue Heron,waterbird,Pelecaniformes,Ardeidae,8,3,,2523.41,66.64927126,9.973478154,4,3,2,3,2322.748226,1.272364035,21,0.068091009,1.429911182,0.773684211,1451.34508
grcfly,Myiarchus crinitus,Great Crested Flycatcher,landbird,Passeriformes,Tyrannidae,8,1,,32.1,1.831752883,6.141142038,1,1,2,5,2635.040988,1.308983293,6,0.077245823,0.463474939,0.870850202,1711.766464
grecor,Phalacrocorax carbo,Great Cormorant,waterbird,Suliformes,Phalacrocoracidae,10,1,Positive response according to Song et al. 2024.,2528.97,66.77018097,8.654677411,5,3,3,3,809.5513373,1.094927494,36,0.023731874,0.854347447,0.676518219,1615.416813
greegr,Ardea alba,Great Egret,waterbird,Pelecaniformes,Ardeidae,6,3,,871.33,27.76509991,6.040560685,3,1,1,5,223.7571043,1.026237621,12,0.006559405,0.078712863,0.831983806,116.6409301
gresca,Aythya marila,Greater Scaup,waterfowl,Anseriformes,Anatidae,10,4,,1005.37,31.23734829,9.577922614,5,3,3,3,6455.013182,1.756910893,48,0.189227723,9.082930717,0.598785425,6739.443962
greyel,Tringa melanoleuca,Greater Yellowlegs,shorebird,Charadriiformes,Scolopacidae,14,5,Shorebirds strongly negatively affected in Song et al. 2024,161.74,6.937780807,12.4930866,4,4,5,2,860.1108992,1.100856077,45,0.025214019,1.13463087,0.618218623,520.3822412
grhowl,Bubo virginianus,Great Horned Owl,landbird,Strigiformes,Strigidae,8,1,,1575.7,45.22494625,5.944838577,4,1,2,5,748.7274605,1.087795324,9,0.021948831,0.197539478,0.851417004,457.9032981
grnher,Butorides virescens,Green Heron,waterbird,Pelecaniformes,Ardeidae,12,3,,201.5,8.314379425,5.801312943,3,1,4,5,2270.962896,1.266291719,48,0.06657293,3.195500624,0.598785425,1136.319647
grycat,Dumetella carolinensis,Gray Catbird,landbird,Passeriformes,Mimidae,8,1,,35.3,1.980853812,14.31766365,2,5,1,1,7301.503935,1.85616988,1.5,0.21404247,0.321063705,0.9,4701.905309
gryjay,Perisoreus canadensis,Canada Jay,landbird,Passeriformes,Corvidae,9,1,,71.58,3.545525914,10.90581212,3.133333333,4,3,2,8.242530055,1.000966514,7.7,0.000241629,0.00186054,0.859838057,61.44435637
gycthr,Catharus minimus,Gray-cheeked Thrush,landbird,Passeriformes,Turdidae,9,1,,31.58,1.807281823,11.77440011,2,4,2,2,4938.419434,1.579076039,4,0.14476901,0.579076039,0.883805668,4176.3766
haiwoo,Dryobates villosus,Hairy Woodpecker,landbird,Piciformes,Picidae,6,1,,62.65,3.177051515,16.74534403,2.454545455,5,1,1,1473.254527,1.172752924,1.727272727,0.043188231,0.074597853,0.898527788,1439.251261
henspa,Centronyx henslowii,Henslow's Sparrow,landbird,Passeriformes,Passerellidae,15,1,,12.8,0.859107928,12.74520081,2.416666667,4,5,2,519.0888029,1.060868035,11.04166667,0.015217009,0.168021139,0.838191633,795.306146
hergul,Larus argentatus,Herring Gull,waterbird,Charadriiformes,Laridae,12,5,Gulls and terns strongly negatively affected in Song et al. 2024,1090.99,33.41212813,22.89108996,4,5,4,1,9284.910992,2.088742977,30,0.272185744,8.165572331,0.715384615,5291.019538
herthr,Catharus guttatus,Hermit Thrush,landbird,Passeriformes,Turdidae,9,1,,30.1,1.737238804,11.4277034,3,4,2,2,4172.292193,1.489240428,5,0.122310107,0.611550535,0.877327935,3595.063414
hoared,Acanthis hornemanni,Hoary Redpoll,landbird,Passeriformes,Fringillidae,9,1,,15.2,0.989711121,16.07594585,2.125,5,3,1,6.240202949,1.000731722,4.6875,0.000182931,0.000857487,0.879352227,6.238529775
hoomer,Lophodytes cucullatus,Hooded Merganser,waterfowl,Anseriformes,Anatidae,8,5,,613.77,20.80566481,6.980014779,5,2,2,4,15067.89331,2.766851944,45,0.441712986,19.87708436,0.618218623,7840.63196
hoowar,Setophaga citrina,Hooded Warbler,landbird,Passeriformes,Parulidae,10,1,,10.54,0.732098689,22.01461853,1,5,3,1,2156.372823,1.252854957,3,0.063213739,0.189641218,0.890283401,3418.975449
horgre,Podiceps auritus,Horned Grebe,waterbird,Podicipediformes,Podicipedidae,13,5,,453,16.20152579,6.340335355,5,1,5,5,2996.021085,1.351311598,125,0.087827899,10.97848743,0.1,3783.569332
horlar,Eremophila alpestris,Horned Lark,landbird,Passeriformes,Alaudidae,9,1,,33.33,1.88936061,6.276838273,2,1,3,5,310.5113638,1.036410372,10.5,0.009102593,0.095577228,0.841700405,280.2960047
houfin,Haemorhous mexicanus,House Finch,landbird,Passeriformes,Fringillidae,6,1,,21.4,1.311764508,11.16986729,2.125,4,1,2,866.446151,1.101598945,2.0625,0.025399736,0.052386956,0.896356275,435.9961389
houspa,Passer domesticus,House Sparrow,landbird,Passeriformes,Passeridae,9,1,,26.51,1.564724809,20.5253564,3,5,2,1,1102.889316,1.129324126,4,0.032331031,0.129324126,0.883805668,570.3529467
houwre,Troglodytes aedon,House Wren,landbird,Passeriformes,Troglodytidae,5,1,,10.85,0.74978503,16.69225719,2,5,1,1,385.3037976,1.045180487,1.5,0.011295122,0.016942683,0.9,262.6653889
hudgod,Limosa haemastica,Hudsonian Godwit,shorebird,Charadriiformes,Scolopacidae,17,5,Shorebirds strongly negatively affected in Song et al. 2024,253.29,10.03780405,5.861614378,3.535714286,1,5,5,27.02670665,1.003169135,64.01785714,0.000792284,0.050720309,0.495026027,38.77258512
indbun,Passerina cyanea,Indigo Bunting,landbird,Passeriformes,Cardinalidae,10,1,,14.69,0.962282785,14.97192237,2,5,3,1,1607.445427,1.188488066,4.5,0.047122017,0.212049075,0.880566802,1454.565356
kenwar,Geothlypis formosa,Kentucky Warbler,landbird,Passeriformes,Parulidae,14,1,,14,0.924904138,11.1801041,1.470588235,4,5,2,397.2306909,1.046579028,8.676470588,0.011644757,0.101035391,0.853512741,940.0607864
killde,Charadrius vociferus,Killdeer,shorebird,Charadriiformes,Charadriidae,10,5,Shorebirds strongly negatively affected in Song et al. 2024,96.44,4.532057418,19.81265615,3,5,3,1,1164.180281,1.136511067,18,0.034127767,0.614299801,0.793117409,756.9066998
kinrai4,Rallus elegans,King Rail,waterbird,Gruiformes,Rallidae,15,3,,313.31,11.95897557,6.627453324,4,1,5,5,277.7734776,1.032571548,67.5,0.008142887,0.549644871,0.472469636,344.2998336
laplon,Calcarius lapponicus,Lapland Longspur,landbird,Passeriformes,Calcariidae,10,1,,27.84,1.629090278,10.42321447,2,3,3,3,5.728029998,1.000671665,7.5,0.000167916,0.001259372,0.861133603,6.822695797
laugul,Leucophaeus atricilla,Laughing Gull,waterbird,Charadriiformes,Laridae,11,5,Gulls and terns strongly negatively affected in Song et al. 2024,307.41,11.77321163,14.22565236,3,5,4,1,5945.462998,1.697161351,24,0.174290338,4.182968103,0.754251012,4102.444966
lbbgul,Larus fuscus,Lesser Black-backed Gull,waterbird,Charadriiformes,Laridae,7,5,Gulls and terns strongly negatively affected in Song et al. 2024,762.36,24.87240068,10.92786306,4,4,1,2,1383.932403,1.162279066,9,0.040569767,0.365127899,0.851417004,2210.599275
leabit,Ixobrychus exilis,Least Bittern,waterbird,Pelecaniformes,Ardeidae,10,3,,86.29,4.135452945,20.51872126,3.4,5,4,1,873.8762522,1.102470194,26.4,0.025617549,0.676303282,0.738704453,403.4229973
leafly,Empidonax minimus,Least Flycatcher,landbird,Passeriformes,Tyrannidae,11,1,,10,0.70106842,5.693630025,1,1,4,5,2127.090138,1.249421287,12,0.062355322,0.748263861,0.831983806,1837.092205
leasan,Calidris minutilla,Least Sandpiper,shorebird,Charadriiformes,Scolopacidae,11,5,Shorebirds strongly negatively affected in Song et al. 2024,22.88,1.386028443,8.775160175,3.535714286,3,4,3,1316.76612,1.154403189,39.21428571,0.038600797,1.513702692,0.655696935,696.9897856
lessca,Aythya affinis,Lesser Scaup,waterfowl,Anseriformes,Anatidae,9,4,,819.45,26.39639275,15.98772102,5,5,2,1,1576.854574,1.184901002,24,0.04622525,1.109406011,0.754251012,1385.771995
lesyel,Tringa flavipes,Lesser Yellowlegs,shorebird,Charadriiformes,Scolopacidae,13,5,Shorebirds strongly negatively affected in Song et al. 2024,77.5,3.785294098,7.391024541,3.535714286,2,5,4,396.8698806,1.046536719,56.51785714,0.01163418,0.657538912,0.543609023,233.952836
libher,Egretta caerulea,Little Blue Heron,waterbird,Pelecaniformes,Ardeidae,12,3,,338.61,12.74872988,5.21845202,3,1,4,5,132.4787751,1.01553438,48,0.003883595,0.186412561,0.598785425,58.60183096
linspa,Melospiza lincolnii,Lincoln's Sparrow,landbird,Passeriformes,Passerellidae,7,1,,16.6,1.06419015,9.889150996,3,3,1,3,618.3715775,1.072509873,3,0.018127468,0.054382404,0.890283401,445.3701471
lobdow,Limnodromus scolopaceus,Long-billed Dowitcher,shorebird,Charadriiformes,Scolopacidae,14,5,Shorebirds strongly negatively affected in Song et al. 2024,104.4,4.837928329,6.818051925,3.535714286,2,5,4,5.32512808,1.000624421,56.51785714,0.000156105,0.008822738,0.543609023,3.249882894
loeowl,Asio otus,Long-eared Owl,landbird,Strigiformes,Strigidae,10,1,,296.57,11.4302561,7.168879872,2,2,3,4,1077.653464,1.126364985,9,0.031591246,0.284321217,0.851417004,1546.220348
logshr,Lanius ludovicianus,Loggerhead Shrike,landbird,Passeriformes,Laniidae,11,1,,51.59,2.707431845,12.76088389,2.2,4,4,2,2.142250002,1.000251199,8.4,6.28E-05,0.000527518,0.855303644,2.47525171
lotduc,Clangula hyemalis,Long-tailed Duck,waterfowl,Anseriformes,Anatidae,13,4,,871,27.7564401,15.98772102,5,5,5,1,1384.082263,1.162296639,60,0.04057416,2.43444958,0.521052632,3605.204758
louwat,Parkesia motacilla,Louisiana Waterthrush,landbird,Passeriformes,Parulidae,11,2,,19.9,1.235565201,13.67439713,2,4,4,2,3827.811861,1.448846875,16,0.112211719,1.795387499,0.806072874,4426.351857
magwar,Setophaga magnolia,Magnolia Warbler,landbird,Passeriformes,Parulidae,9,1,,8.14,0.591779171,9.172275981,1,3,2,3,3649.15093,1.427897204,4,0.106974301,0.427897204,0.883805668,3458.948511
mallar3,Anas platyrhynchos,Mallard,waterfowl,Anseriformes,Anatidae,7,1,Increased in abundance (Song et al. 2024),843.42,27.0306179,12.79780377,5,4,1,2,1612.942431,1.189132642,14,0.04728316,0.661964246,0.81902834,867.3971866
margod,Limosa fedoa,Marbled Godwit,shorebird,Charadriiformes,Scolopacidae,15,5,Shorebirds strongly negatively affected in Song et al. 2024,357.02,13.31684802,8.045960817,3.535714286,2,5,4,43.09920881,1.005053787,56.51785714,0.001263447,0.071407301,0.543609023,68.20597023
marwre,Cistothorus palustris,Marsh Wren,landbird,Passeriformes,Troglodytidae,7,2,,10.8,0.746938491,8.799029446,2,3,1,3,1501.076353,1.176015294,5,0.044003823,0.220019117,0.877327935,786.8838403
merlin,Falco columbarius,Merlin,landbird,Falconiformes,Falconidae,8,1,,188.5,7.87006392,20.31952854,3,5,1,1,2205.68239,1.258636966,2,0.064659242,0.129318483,0.896761134,1416.976895
miskit,Ictinia mississippiensis,Mississippi Kite,landbird,Accipitriformes,Accipitridae,9,1,,276.03,10.77424196,5.986848444,3.6,1,3,5,82.67012799,1.009693849,12.9,0.002423462,0.031262662,0.826153846,33.66691376
moudov,Zenaida macroura,Mourning Dove,landbird,Columbiformes,Columbidae,7,1,,118.93,5.385946147,16.13171661,3,5,1,1,1274.715397,1.149472347,2,0.037368087,0.074736173,0.896761134,1081.895475
mouwar,Geothlypis philadelphia,Mourning Warbler,landbird,Passeriformes,Parulidae,12,1,,11.74,0.800077441,14.04508975,1.470588235,5,5,1,3858.528953,1.452448742,6.176470588,0.113112186,0.698634087,0.869707073,4255.148669
mutswa,Cygnus olor,Mute Swan,waterfowl,Anseriformes,Anatidae,8,1,Swans increased in abundance (Song et al. 2024),10682.04,218.7029573,9.449225836,5,3,1,3,34112.40737,5,16,1,16,0.806072874,11320.98766
naswar,Leiothlypis ruficapilla,Nashville Warbler,landbird,Passeriformes,Parulidae,11,1,,8.09,0.588784119,13.09898718,1.470588235,4,4,2,1611.338227,1.188944534,6.941176471,0.047236133,0.327874338,0.864753513,1553.960399
norbob,Colinus virginianus,Northern Bobwhite,landbird,Galliformes,Odontophoridae,12,1,,171.89,7.294378095,11.06064511,5,4,4,2,157.7544556,1.018498191,14,0.004624548,0.064743668,0.81902834,105.1302584
norcar,Cardinalis cardinalis,Northern Cardinal,landbird,Passeriformes,Cardinalidae,6,1,,42.64,2.314271725,9.100819242,2,3,1,3,1441.973612,1.169084943,2.5,0.042271236,0.105678089,0.893522267,1074.984646
norfli,Colaptes auratus,Northern Flicker,landbird,Piciformes,Picidae,10,1,,131.46,5.849059512,7.11634998,3,2,3,4,1693.885313,1.198623955,10.5,0.049655989,0.521387881,0.841700405,1348.007585
norhar2,Circus hudsonius,Northern Harrier,landbird,Accipitriformes,Accipitridae,11,1,,392.98,14.41196378,32.5784233,3,5,4,1,520.8403634,1.061073422,8,0.015268356,0.122146844,0.857894737,419.8275023
normoc,Mimus polyglottos,Northern Mockingbird,landbird,Passeriformes,Mimidae,9,1,,48.5,2.573168133,19.63134239,2,5,2,1,869.8529834,1.101998428,3,0.025499607,0.076498821,0.890283401,533.139374
norpar,Setophaga americana,Northern Parula,landbird,Passeriformes,Parulidae,9,1,,7.84,0.573759341,6.795922453,1,2,2,4,4521.771407,1.530220146,5,0.132555037,0.662775183,0.877327935,3343.8301
norpin,Anas acuta,Northern Pintail,waterfowl,Anseriformes,Anatidae,13,4,,944.62,29.67447453,11.92746774,5,4,5,2,485.482867,1.056927424,70,0.014231856,0.996229915,0.456275304,190.5834785
norsho,Spatula clypeata,Northern Shoveler,waterfowl,Anseriformes,Anatidae,7,4,,612.56,20.77188167,13.4446464,5,4,1,2,172.4063146,1.020216259,14,0.005054065,0.070756906,0.81902834,54.55448257
norshr4,Lanius borealis,Northern Shrike,landbird,Passeriformes,Laniidae,13,1,,67.5,3.37824686,9.551769486,2.2,3,5,3,288.6596019,1.033848048,13,0.008462012,0.110006157,0.825506073,414.4660621
norwat,Parkesia noveboracensis,Northern Waterthrush,landbird,Passeriformes,Parulidae,8,2,,16.3,1.048326883,7.007721276,2,2,1,4,3950.086596,1.463184735,6,0.115796184,0.694777103,0.870850202,2383.853782
nrwswa,Stelgidopteryx serripennis,Northern Rough-winged Swallow,landbird,Passeriformes,Hirundinidae,9,2,,15.69,1.015911177,7.356938427,1.25,2,3,4,1405.169804,1.164769351,15.75,0.041192338,0.648779319,0.807692308,798.5932187
nswowl,Aegolius acadicus,Northern Saw-whet Owl,landbird,Strigiformes,Strigidae,8,1,,100.69,4.695899937,7.743822372,3,2,2,4,13779.2273,2.615743756,7,0.403935939,2.827551572,0.86437247,13166.88487
olsfly,Contopus cooperi,Olive-sided Flycatcher,landbird,Passeriformes,Tyrannidae,13,1,,32.1,1.831752883,5.647017406,1,1,5,5,279.2895167,1.032749318,15,0.008187329,0.122809941,0.812550607,470.4039987
orcori,Icterus spurius,Orchard Oriole,landbird,Passeriformes,Icteridae,10,1,,19.44,1.211996983,11.90737319,2,4,3,2,1526.393911,1.178984015,6,0.044746004,0.268476023,0.870850202,978.381414
orcwar,Leiothlypis celata,Orange-crowned Warbler,landbird,Passeriformes,Parulidae,8,1,,9.19,0.653959357,9.304834727,1.470588235,3,2,3,92.19272606,1.010810463,4.470588235,0.002702616,0.012082282,0.880757323,38.26701066
osprey,Pandion haliaetus,Osprey,landbird,Accipitriformes,Pandionidae,7,3,,1483.2,43.02705202,15.92264926,4,5,1,1,5308.465716,1.622467439,7.5,0.15561686,1.167126449,0.861133603,3551.585091
ovenbi1,Seiurus aurocapilla,Ovenbird,landbird,Passeriformes,Parulidae,9,1,,18.8,1.179041709,6.394129163,2,1,2,5,9136.112071,2.071294907,7,0.267823727,1.874766087,0.86437247,9127.016388
palwar,Setophaga palmarum,Palm Warbler,landbird,Passeriformes,Parulidae,10,1,,10.3,0.718342975,11.29800569,1.470588235,4,3,2,6854.688749,1.803776605,5.205882353,0.200944151,1.046091611,0.875994284,4154.989653
pecsan,Calidris melanotos,Pectoral Sandpiper,shorebird,Charadriiformes,Scolopacidae,14,5,Shorebirds strongly negatively affected in Song et al. 2024,79.73,3.874763395,8.200315304,4,2,5,4,157.2995585,1.01844485,60,0.004611212,0.276672749,0.521052632,73.777933
perfal,Falco peregrinus,Peregrine Falcon,landbird,Falconiformes,Falconidae,9,1,,759.95,24.80763288,19.91931565,4,5,2,1,1194.549458,1.140072138,5,0.035018034,0.175090172,0.877327935,833.4608909
phivir,Vireo philadelphicus,Philadelphia Vireo,landbird,Passeriformes,Vireonidae,9,1,,11.5,0.786583852,9.923777608,2,3,3,3,3151.174328,1.369504772,7.5,0.092376193,0.692821448,0.861133603,2958.802221
pibgre,Podilymbus podiceps,Pied-billed Grebe,waterbird,Podicipediformes,Podicipedidae,8,5,,411.93,14.98187498,5.903639807,5,1,2,5,1111.029701,1.130278662,50,0.032569666,1.62848328,0.58582996,543.9413414
pilwoo,Dryocopus pileatus,Pileated Woodpecker,landbird,Piciformes,Picidae,7,1,,286.59,11.11254852,18.2876283,2.454545455,5,1,1,1532.145563,1.179658451,1.727272727,0.044914613,0.077579785,0.898527788,1679.948253
pingro,Pinicola enucleator,Pine Grosbeak,landbird,Passeriformes,Fringillidae,12,1,,56.4,2.913655029,6.407380234,3,1,4,5,41.91378291,1.004914785,16,0.001228696,0.019659138,0.806072874,167.80256
pinsis,Spinus pinus,Pine Siskin,landbird,Passeriformes,Fringillidae,10,1,,12.7,0.85357696,13.85609438,2.125,4,3,2,1335.350737,1.15658241,6.1875,0.039145602,0.242213415,0.869635628,1505.613634
pinwar,Setophaga pinus,Pine Warbler,landbird,Passeriformes,Parulidae,8,1,,11.79,0.802882449,9.561149584,1.470588235,3,2,3,4412.299283,1.517383512,4.470588235,0.129345878,0.578252161,0.880757323,3147.308051
pipplo,Charadrius melodus,Piping Plover,shorebird,Charadriiformes,Charadriidae,16,5,Shorebirds strongly negatively affected in Song et al. 2024,54.39,2.827871993,7.110445437,3.222222222,2,5,4,7047.904192,1.82643293,54.16666667,0.206608232,11.19127926,0.558839406,9180.403121
